usuario_id,nombre_completo,email,telefono,edad,genero,pais,ciudad_envio,estado_cuenta,fecha_registro,n_pedidos,gasto_total,ticket_medio,pedidos_tarde,rating_medio,origen_dato
1549,Diana Montenegro,rmacias@example.com,572-676-5419x828,30.0,Otro,Argentina,Rosario,Suspendido,2024-09-11,1.0,4747.42,4747.42,0.0,,regex
1550,Modesto Vélez,arevaloeloisa@example.com.,202-626-9303,19.0,,Argentina,Tucumán,Activo,2025-11-22,0.0,0.0,,0.0,,regex
1551,Wilfrido Montaño,venceslas33@example.org,+34974406351,40.0,F,Colombia,Bucaramanga,Suspendido,2024-11-25,2.0,562.9,281.45,0.0,,regex
1552,Flor Llabrés,xroque@example.org,+34 924 83 79 90,29.0,,Colombia,Bucaramanga,Suspendido,2025-07-08,3.0,3252.05,1084.0166666666667,0.0,5.0,regex
1553,Enrique Pantoja,eliasugarte@example.com.,+34 876 422 856,,,Perú,Trujillo,Activo,2025-09-04,0.0,0.0,,0.0,,regex
1554,Adela Gilabert,eduardomiranda@example.net.,+34 826 03 37 00,,Otro,España,Bilbao,Inactivo,2023-10-14,4.0,3580.39,895.0975,1.0,4.0,regex
1555,José Fuente,jaramilloelvia@example.org,+34872 188 384,46.0,Otro,España,Málaga,Suspendido,2024-07-20,0.0,0.0,,0.0,,regex
1556,Edu Ruiz,abril37@example.org,(176)968-0645x54421,72.0,F,Perú,Chiclayo,Activo,2024-10-28,0.0,0.0,,0.0,,regex
1557,Abigaíl Rozas,medranoemiliano@example.net.,+34972 39 68 85,25.0,,México,Monterrey,Inactivo,2024-02-23,1.0,549.46,549.46,0.0,5.0,regex
1558,Begoña Arellano,rsolis@example.net.,+34 875 150 321,68.0,M,España,Bilbao,Suspendido,2025-08-18,1.0,2452.81,2452.81,0.0,,regex
1559,Jaime Blanco,natanaelalberdi@example.com,860)673-4767,18.0,F,Perú,Iquitos,Activo,2024-02-05,2.0,3601.5,1800.75,0.0,4.0,regex
1560,Sergio Abascal,gil42@example.com,(215)596-3743,,Otro,Venezuela,Barcelona,Suspendido,2024-01-15,4.0,6578.8,1644.7,0.0,,regex
1561,Sessa Ybarra,fernandezpilar@example.net,1-465-653-1708,53.0,F,Colombia,Bogotá,Activo,2024-01-04,2.0,276.73,138.365,0.0,,regex
1562,Eutimio Alcázar,yfrias@example.net,256.732.2348,45.0,M,Venezuela,Caracas,Inactivo,2024-02-28,1.0,920.7,920.7,0.0,,regex
1563,Elba Rojas,calderaroberto@example.org,+34704886607,75.0,,México,Puebla,Suspendido,2026-04-14,3.0,8094.63,2698.21,0.0,4.0,regex
1564,Severiano Maestas,wendolinrodarte@example.net,541.760.9093x7164,50.0,M,Venezuela,Barquisimeto,Suspendido,2025-04-09,1.0,425.3,425.3,0.0,,regex
1565,Alberto Montez,georginaperalta@example.com,733-878-0528,34.0,Otro,Venezuela,Caracas,Activo,2025-05-02,0.0,0.0,,0.0,,regex
1566,Marco Antonio Brito,vmateo@example.com,09888374345,,M,México,Tijuana,Inactivo,2025-03-05,2.0,8879.820000000002,4439.910000000001,0.0,,regex
1567,Nancy Gallegos,vcruz@example.com,+34845 308 996,23.0,,Perú,Chiclayo,Inactivo,2024-07-15,2.0,1682.13,841.065,0.0,5.0,regex
1568,Juan Manuel Martí,jose86@example.net,(121)560-3871,29.0,,Perú,Arequipa,Activo,2024-12-02,2.0,1605.63,802.815,0.0,3.0,regex
1569,Hugo Marín,juana60@example.com.,+34 875764747,,,Venezuela,Barquisimeto,Activo,2025-07-24,1.0,898.37,898.37,0.0,,regex
1570,Gala Rojas,galocarmona@example.com,+34879 965 586,56.0,M,España,Málaga,Activo,2025-04-09,2.0,3480.8100000000004,1740.4050000000002,0.0,,regex
1571,Aristides Casillas,esmeraldagalvez@example.com,+34988660138,49.0,F,España,Málaga,Activo,2024-04-20,0.0,0.0,,0.0,,regex
1572,María Dolores Diego,yespinoza@example.net,+34 827 012 457,58.0,M,España,Barcelona,Activo,2026-03-31,1.0,845.35,845.35,0.0,4.0,regex
1573,Viviana Valdivia,mbotella@example.com.,+34 871 65 05 51,,,Perú,Trujillo,Activo,2025-05-16,4.0,10201.26,2550.315,0.0,,regex
1574,Perla Tejada,sanchezmagdalena@example.net,07080492932,,F,España,Barcelona,Suspendido,2023-05-29,3.0,2257.85,752.6166666666667,0.0,3.0,regex
1575,Eli Botello,hipolitocheca@example.org,+34886952209,,M,Perú,Cusco,Suspendido,2023-06-25,0.0,0.0,,0.0,,regex
1576,Pascuala Tejedor,xvalcarcel@example.net,274-806-6112x620,31.0,F,Venezuela,Barcelona,Activo,2026-02-08,0.0,0.0,,0.0,,regex
1577,Rosalia Benavides,mitzy12@example.org.,+34950 181 123,26.0,M,España,Bilbao,Activo,2023-12-11,1.0,5916.93,5916.93,0.0,,regex
1578,Moreno Vergara,ana-mariaportillo@example.org.,+34828 459 688,,Otro,España,Barcelona,Activo,2025-11-23,3.0,11393.75,3797.9166666666665,0.0,4.0,regex
1579,Tania Quiroga,plinio05@example.org,+34 820 203 608,29.0,M,México,Puebla,Activo,2024-07-27,3.0,6299.41,2099.8033333333333,0.0,4.0,regex
1580,Benjamín Isern,iarias@example.net,+34 981140834,68.0,,España,Madrid,Activo,2025-01-18,7.0,21195.260000000002,3027.894285714286,1.0,5.0,regex
1581,Gilberto Anguiano,villanuevaisabela@example.net,+34947 274 566,74.0,F,Colombia,Medellín,Inactivo,2025-05-29,0.0,0.0,,0.0,,regex
1582,Reina Torrens,sandralara@example.org,904-957-7625,56.0,,Chile,Temuco,Inactivo,2025-05-19,1.0,251.08,251.08,0.0,,regex
1583,María Elena Orellana,guiomar01@example.com,286.174.6859x026,46.0,M,Venezuela,Barquisimeto,Activo,2025-03-08,2.0,5385.91,2692.955,0.0,4.0,regex
1584,Julia Carrillo,xchapa@example.net,(034)982-4689x670,44.0,F,Argentina,La Plata,Suspendido,2024-07-17,5.0,5854.75,1170.95,1.0,4.0,regex
1585,Cristina Salas,cottoandrea@example.com,312-524-2352,40.0,F,Perú,Iquitos,Activo,2025-11-03,2.0,4221.59,2110.795,0.0,4.0,regex
1586,Aldo Vázquez,ruby61@example.com.,+34 827 50 52 05,31.0,Otro,México,Monterrey,Activo,2024-05-07,0.0,0.0,,0.0,,regex
1587,Godofredo Villa,liliana05@example.net,+34 888232210,,F,Perú,Lima,Activo,2026-01-02,3.0,2724.69,908.23,0.0,5.0,regex
1588,Francisco Javier Canales,leonalta-gracia@example.net,343-779-8240x2116,,,Colombia,Medellín,Suspendido,2024-01-15,0.0,0.0,,0.0,,regex
1589,Amparo Vallés,arnaunilda@example.net.,426-578-9635,22.0,Otro,Venezuela,Barquisimeto,Inactivo,2024-11-13,0.0,0.0,,0.0,,regex
1590,Guillermina Cavazos,helenasandoval@example.net,+34 872 72 54 42,21.0,F,México,Guadalajara,Inactivo,2025-04-10,2.0,10753.669999999998,5376.834999999999,0.0,3.0,regex
1591,Nacho Bauz,perlaalvarado@example.com,+34881 455 388,28.0,Otro,España,Valencia,Activo,2024-11-20,3.0,6379.4400000000005,2126.48,0.0,2.0,regex
1592,Cristobal Juárez,brojas@example.com,1-082-887-4587x12075,59.0,Otro,Argentina,La Plata,Activo,2023-07-29,0.0,0.0,,0.0,,regex
1593,Lilia Vaca,benjaminnieto@example.net,+34944 210 741,71.0,F,Argentina,Buenos Aires,Activo,2025-09-23,5.0,14449.4,2889.88,1.0,2.0,regex
1594,Estefanía Carro,rbilbao@example.com.,996-457-4433,39.0,Otro,Chile,Antofagasta,Activo,2025-02-21,3.0,25218.35,8406.116666666667,0.0,5.0,regex
1595,Beatriz Pareja,oliviaherrero@example.com,(969)701-0034,37.0,F,Colombia,Bogotá,Activo,2024-03-28,0.0,0.0,,0.0,,regex
1596,José Ureña,tamezofelia@example.net,+34 977860215,53.0,,Colombia,Cartagena,Inactivo,2024-11-08,0.0,0.0,,0.0,,regex
1597,Esteban Quesada,amormaldonado@example.net,+34874 31 22 23,72.0,Otro,Colombia,Bogotá,Activo,2024-02-24,5.0,19886.96,3977.392,0.0,4.0,regex
1598,Úrsula Alcaraz,rfonseca@example.org,836.874.7774x07036,19.0,M,Chile,Santiago,Activo,2024-08-03,5.0,3324.96,664.992,1.0,3.5,regex
1599,Karla Acevedo,kchavez@example.net,+34832 821 938,38.0,,México,Puebla,Inactivo,2025-12-14,4.0,2760.21,690.0525,1.0,1.0,regex
1600,Alicia Quiñónez,tjurado@example.org,+34872045969,70.0,Otro,Venezuela,Maturín,Activo,2025-05-05,1.0,7960.67,7960.67,0.0,,regex
1601,Trinidad Pacheco,laboypamela@example.com,+34 825 234 435,34.0,M,Venezuela,Valencia,Activo,2025-02-02,2.0,2661.04,1330.52,0.0,4.0,regex
1602,Daniel Prieto,corralesfrancisca@example.org,+34736 37 81 70,,F,Argentina,Rosario,Activo,2025-01-12,1.0,509.73,509.73,0.0,,regex
1603,Montserrat Hernádez,reiglucia@example.com.,859.421.9379,,Otro,Argentina,Buenos Aires,Inactivo,2026-02-13,0.0,0.0,,0.0,,regex
1604,María Carmen Esquibel,reynaldo72@example.com,1-687-775-9358x613,48.0,Otro,México,Ciudad de México,Inactivo,2023-08-16,2.0,4164.0599999999995,2082.0299999999997,0.0,,regex
1605,Rosario Oliva,martorellgaston@example.com,339-907-6150,48.0,M,Argentina,Mendoza,Activo,2023-08-21,2.0,3492.36,1746.18,0.0,4.5,regex
1606,Jacobo Múñiz,manzanaresguillermina@example.org,+34 947 47 92 14,71.0,M,Argentina,Buenos Aires,Activo,2023-08-14,1.0,715.74,715.74,0.0,3.0,regex
1607,Beatriz Henríquez,marrerosoledad@example.net,+34 924 73 80 67,18.0,Otro,España,Madrid,Activo,2024-09-28,2.0,319.71999999999997,159.85999999999999,0.0,4.0,regex
1608,Roldán Durán,ccarrasco@example.org,+34 974264320,31.0,Otro,España,Sevilla,Suspendido,2024-11-18,0.0,0.0,,0.0,,regex
1609,Raquel Covarrubias,silvano71@example.net,793.277.0115,59.0,M,Perú,Chiclayo,Suspendido,2025-05-22,5.0,2364.33,472.866,2.0,1.5,regex
1610,Perla Sanabria,lunariba@example.org,568-888-6108,73.0,Otro,Colombia,Bogotá,Suspendido,2024-11-10,7.0,18051.300000000003,2578.757142857143,0.0,4.5,regex
1611,Rosa Galindo,rllanos@example.com,+34848632767,61.0,F,Colombia,Medellín,Suspendido,2026-01-04,4.0,2642.4700000000003,660.6175000000001,0.0,4.0,regex
1612,Rosario Jaime,yontiveros@example.net,1-471-553-4745x0240,33.0,,Perú,Trujillo,Inactivo,2024-01-30,0.0,0.0,,0.0,,regex
1613,Darío Llamas,esperanza94@example.com,+34 879 75 48 07,40.0,F,Chile,Valparaíso,Activo,2024-06-24,1.0,859.53,859.53,0.0,,regex
1614,Heliodoro Padrón,lorenacarrillo@example.org,648.040.7373,45.0,M,España,Bilbao,Activo,2025-07-09,0.0,0.0,,0.0,,regex
1615,Esteban Jiménez,cristian02@example.com,387-963-3467x4646,41.0,M,Colombia,Cali,Activo,2025-08-05,1.0,497.55,497.55,0.0,,regex
1616,Isaías Torralba,hlamas@example.com,+34 807 941 010,,M,Argentina,Mendoza,Suspendido,2025-03-29,2.0,10610.52,5305.26,0.0,,regex
1617,Alvaro Tejeda,dario64@example.net,1-779-738-3306x1443,21.0,Otro,España,Valencia,Activo,2024-09-12,1.0,707.7,707.7,0.0,,regex
1618,Genaro Suárez,alonso52@example.com,+34867068756,21.0,M,México,Tijuana,Suspendido,2023-07-16,2.0,2587.41,1293.705,0.0,,regex
1619,Fanny Cuesta,solpujol@example.org,+34827237745,74.0,,Argentina,Rosario,Inactivo,2026-03-28,1.0,203.11,203.11,0.0,,regex
1620,Juana Hurtado,csanches@example.org,1-807-910-6510x64070,35.0,,Venezuela,Maturín,Activo,2024-12-09,2.0,994.0600000000001,497.03000000000003,0.0,,regex
1621,Marcos Sepúlveda,gonijose-manuel@example.net,1-365-404-4927x280,,,Argentina,Buenos Aires,Activo,2023-12-04,1.0,1701.58,1701.58,1.0,,regex
1622,Perla Porta,armandoporras@example.com.,984.440.8895x93032,37.0,Otro,Colombia,Cali,Activo,2024-09-27,3.0,3274.33,1091.4433333333334,0.0,,regex
1623,Marco Antonio Nogués,hbalaguer@example.net,302)999-6633,27.0,M,Argentina,Rosario,Inactivo,2026-03-27,2.0,687.9200000000001,343.96000000000004,0.0,5.0,regex
1624,Visitación Palma,gabino03@example.org,915.402.7320x1295,61.0,M,España,Barcelona,Suspendido,2023-08-21,2.0,905.5799999999999,452.78999999999996,0.0,4.0,regex
1625,Abigail Manzano,cayetanochaves@example.net,+34942 820 481,48.0,M,Venezuela,Caracas,Activo,2025-01-21,0.0,0.0,,0.0,,regex
1626,Virginia Luevano,hgamboa@example.com.,973.982.4553x815,36.0,,Chile,Santiago,Suspendido,2024-12-18,6.0,4069.33,678.2216666666667,1.0,4.0,regex
1627,Clemente Villalba,illobet@example.net.,08525576881,39.0,,Argentina,Rosario,Inactivo,2026-01-27,4.0,8322.17,2080.5425,0.0,,regex
1628,Jose Francisco Vilanova,tmoya@example.com.,150-488-4915x089,,,Argentina,Córdoba,Activo,2025-04-27,2.0,858.0600000000001,429.03000000000003,0.0,,regex
1629,Lorenzo Arguello,amando76@example.net,593.558.8108,35.0,Otro,Colombia,Cartagena,Suspendido,2025-05-07,0.0,0.0,,0.0,,regex
1630,Marcela Macías,fsalgado@example.com,1-254-123-8724x9379,60.0,,Venezuela,Valencia,Activo,2025-03-15,2.0,883.25,441.625,0.0,,regex
1631,Ana López,ruby48@example.com,1-416-623-9567,41.0,,Perú,Arequipa,Activo,2025-02-11,5.0,2060.88,412.17600000000004,0.0,,regex
1632,Alta  Gracia Sanjuan,nirizarry@example.net,+34 941 412 272,34.0,Otro,Chile,La Serena,Activo,2024-07-19,3.0,3225.84,1075.28,0.0,2.0,regex
1633,Noa Luna,ferrergeronimo@example.org,005-455-8345,44.0,,Colombia,Cali,Activo,2026-03-26,3.0,15452.07,5150.69,0.0,,regex
1634,Porfirio Frutos,apedroza@example.net.,+34926049108,25.0,F,Venezuela,Caracas,Inactivo,2025-08-20,1.0,778.62,778.62,0.0,5.0,regex
1635,Lázaro Bernad,nevarezisaac@example.net,521)979-3368,,M,España,Bilbao,Inactivo,2025-05-12,1.0,2660.65,2660.65,0.0,,regex
1636,Alejandro Alvarado,pedrosaramiro@example.net.,+34 822 11 53 20,28.0,F,Chile,Concepción,Inactivo,2024-07-28,0.0,0.0,,0.0,,regex
1637,Anacleto Gámez,fherrero@example.net,+34860 388 782,70.0,Otro,México,Monterrey,Activo,2025-01-13,5.0,3228.98,645.796,0.0,4.5,regex
1638,Belén Limón,pazmaria-cristina@example.com,420.834.8124,71.0,M,Argentina,Córdoba,Activo,2025-08-02,1.0,793.27,793.27,0.0,,regex
1639,Manuel Rosales,lilianamaldonado@example.com,+34882 78 32 79,60.0,Otro,Venezuela,Valencia,Activo,2024-07-29,3.0,5134.05,1711.3500000000001,0.0,,regex
1640,Rosario Sisneros,tsalcedo@example.com,+34 916 871 446,27.0,Otro,Perú,Chiclayo,Activo,2026-04-22,1.0,65.87,65.87,0.0,,regex
1641,Felix Morillo,tpaez@example.net,+34 872 94 02 69,,,Argentina,Rosario,Inactivo,2025-11-24,0.0,0.0,,0.0,,regex
1642,Gabriel Orellana,casasvirginia@example.net,+34843923246,45.0,Otro,México,Puebla,Activo,2023-10-08,3.0,13439.76,4479.92,1.0,3.0,regex
1643,Jaime Franco,dlerma@example.com.,+34873867485,67.0,M,México,Puebla,Activo,2024-11-10,2.0,6511.74,3255.87,1.0,3.0,regex
1644,Íngrid Mendoza,rmelgar@example.com.,578-680-0551x26764,54.0,Otro,España,Valencia,Inactivo,2026-03-06,0.0,0.0,,0.0,,regex
1645,Ernesto Garrido,xarce@example.com.,+34882 653 442,26.0,,Colombia,Cali,Inactivo,2023-07-17,1.0,134.74,134.74,0.0,,regex
1646,Chucho Quintero,xcamarillo@example.org,+34881 519 198,,F,Argentina,Mendoza,Inactivo,2025-05-15,1.0,1329.64,1329.64,0.0,,regex
1647,Nilda Paredes,graciaesparta@example.com,+81(4)3229876632,23.0,M,España,Madrid,Suspendido,2025-05-16,1.0,987.45,987.45,0.0,,regex
1648,Melisa Cazares,carlotabaez@example.org,+89(1)7005229184,,Otro,Venezuela,Valencia,Activo,2024-09-25,2.0,2919.35,1459.675,0.0,,regex
1649,Roberto Nájera,rebeca27@example.org,+34925 99 61 14,,F,España,Madrid,Activo,2024-04-21,1.0,253.72,253.72,0.0,,regex
1650,Arsenio Aguayo,hnavarro@example.org,+34 951 092 216,35.0,Otro,España,Bilbao,Activo,2024-03-21,1.0,811.14,811.14,0.0,1.0,regex
1651,Pacífica Carmona,jgriego@example.org,192.743.1266,,,Chile,Temuco,Activo,2024-05-30,1.0,3417.19,3417.19,0.0,,regex
1652,Gabino Fortuny,pedrazajonas@example.com,+34 948 24 75 55,62.0,M,Perú,Lima,Suspendido,2024-08-14,3.0,13007.78,4335.926666666667,0.0,3.0,regex
1653,Tere Herranz,jbaez@example.com,00056870690,58.0,M,México,Puebla,Activo,2024-09-28,3.0,6361.5199999999995,2120.5066666666667,0.0,4.0,regex
1654,María Teresa Enríquez,pinolwilfredo@example.net,+34853539330,,M,Chile,Santiago,Activo,2024-03-04,1.0,778.03,778.03,0.0,5.0,regex
1655,Rodolfo Bonilla,mario07@example.net,1-218-302-4264,31.0,M,España,Sevilla,Inactivo,2025-08-09,2.0,512.11,256.055,0.0,,regex
1656,Soledad Carranza,lorenaaramburu@example.com,+34 820 548 805,43.0,F,España,Sevilla,Activo,2023-07-04,4.0,10999.56,2749.89,0.0,,regex
1657,Goyo Ornelas,espartapena@example.org,+34 705 754 370,34.0,Otro,Venezuela,Barcelona,Inactivo,2025-02-02,0.0,0.0,,0.0,,regex
1658,Carla Irizarry,csanchez@example.net.,+34 825 70 47 01,45.0,,Chile,La Serena,Activo,2024-05-18,3.0,2262.02,754.0066666666667,0.0,,regex
1659,Carmina Garay,rangeltomas@example.net,817-697-5059x173,62.0,,Chile,Valparaíso,Activo,2023-06-13,4.0,10166.61,2541.6525,0.0,,regex
1660,Baudelio Naranjo,pfajardo@example.net,+34 979936470,49.0,F,España,Barcelona,Activo,2025-07-11,2.0,2834.49,1417.245,1.0,4.0,regex
1661,Rogelio Lucio,israelvasquez@example.org,1-076-509-4620x785,,M,Colombia,Bogotá,Activo,2023-10-19,3.0,1047.2199999999998,349.07333333333327,0.0,5.0,regex
1662,Vinicio Cuesta,cazaressusana@example.net,118.680.1093,,Otro,Argentina,Rosario,Suspendido,2025-11-21,3.0,1568.5900000000001,522.8633333333333,1.0,2.5,regex
1663,Ofelia Solsona,ferrandizelias@example.com,(280)587-7770x14972,28.0,F,Argentina,Córdoba,Suspendido,2024-11-16,2.0,5266.450000000001,2633.2250000000004,0.0,,regex
1664,Cruz Ponce,manuel07@example.com,+34 920956919,40.0,,Chile,Santiago,Suspendido,2023-10-21,4.0,11256.41,2814.1025,1.0,5.0,regex
1665,Carla Pedrosa,rebecarico@example.com.,+34 926 007 516,59.0,Otro,México,Ciudad de México,Suspendido,2025-08-06,1.0,142.7,142.7,0.0,,regex
1666,Timoteo Esparza,urenacatalina@example.net,+34979 748 747,37.0,F,Argentina,Rosario,Activo,2025-03-06,4.0,5382.99,1345.7475,0.0,5.0,regex
1667,Sessa Urbina,omargollum@example.com,997.125.2019x3064,,,Perú,Trujillo,Suspendido,2025-04-11,2.0,1333.17,666.585,0.0,,regex
1668,Eustaquio Salas,riveradelfina@example.net.,+34874 53 03 13,,Otro,Chile,Concepción,Activo,2025-01-10,3.0,7482.35,2494.116666666667,0.0,,regex
1669,Miguel Ángel Tamez,opereira@example.org,1-262-029-4874,22.0,M,Venezuela,Maracaibo,Activo,2024-11-13,3.0,8750.47,2916.8233333333333,0.0,,regex
1670,Gilberto Quintana,marcia51@example.com,+34 848229317,24.0,Otro,México,Mérida,Activo,2024-11-20,1.0,1349.1,1349.1,0.0,,regex
1671,Abril Lluch,trinidad05@example.com,1-779-174-3124x34535,68.0,M,Venezuela,Valencia,Activo,2024-11-12,1.0,76.5,76.5,0.0,5.0,regex
1672,Bruno Saldaña,villagomezclaudia@example.com,+34806 948 036,75.0,F,México,Monterrey,Inactivo,2024-09-15,2.0,5844.26,2922.13,0.0,,regex
1673,Lorena Jerez,coronacabrera@example.com,1-088-550-6943x944,34.0,M,España,Sevilla,Activo,2023-07-16,1.0,222.39,222.39,0.0,4.0,regex
1674,Alcides Concepción,nhurtado@example.org,921-018-1889,66.0,F,España,Madrid,Suspendido,2025-03-10,2.0,2556.2799999999997,1278.1399999999999,0.0,5.0,regex
1675,Iker Higueras,nmayorga@example.net,111-570-3475x6016,,F,Argentina,Rosario,Inactivo,2025-11-18,3.0,809.69,269.8966666666667,0.0,5.0,regex
1676,Rodrigo Matas,gloria62@example.org,+34 841 354 692,,F,México,Tijuana,Activo,2025-05-07,3.0,2771.2,923.7333333333332,0.0,,regex
1677,Abigail Botello,yenilucero@example.org,609-547-0060x398,23.0,Otro,Venezuela,Maturín,Activo,2023-07-06,4.0,5356.23,1339.0575,2.0,3.0,regex
1678,Bianca Espinal,antoniohuerta@example.net,+34 850224175,75.0,M,Venezuela,Barcelona,Activo,2023-07-23,2.0,1849.1499999999999,924.5749999999999,0.0,,regex
1679,Vicenta Pulido,tafoyaisrael@example.com.,+34871336650,73.0,,Chile,Antofagasta,Activo,2024-11-28,4.0,6626.58,1656.645,1.0,3.0,regex
1680,Nando Maya,qcabeza@example.com,(290)524-9221x9114,30.0,M,Chile,Valparaíso,Suspendido,2025-01-25,0.0,0.0,,0.0,,regex
1681,Nadia Manrique,adrian13@example.net,1-699-391-4265x20120,40.0,Otro,Chile,Santiago,Suspendido,2024-09-15,1.0,1877.79,1877.79,1.0,5.0,regex
1682,Evaristo Velasco,marco-antonio98@example.net,594-818-2729x136,46.0,F,Venezuela,Maturín,Inactivo,2026-01-07,1.0,2245.04,2245.04,0.0,,regex
1683,Samuel Rico,timoteo91@example.com,+34845 180 113,,Otro,Chile,Concepción,Activo,2024-11-28,0.0,0.0,,0.0,,regex
1684,Isaac Palomar,eugeniolongoria@example.org,1-022-462-6713x20253,19.0,M,Chile,La Serena,Activo,2023-11-01,2.0,838.33,419.165,0.0,4.0,regex
1685,Marcos Samper,tanguiano@example.org,+34 987 76 67 40,63.0,F,Argentina,Tucumán,Activo,2024-10-25,3.0,5962.63,1987.5433333333333,1.0,2.0,regex
1686,Carlito Sanchez,guillermoavila@example.org.,+34 876051097,,Otro,México,Mérida,Suspendido,2024-03-16,1.0,1209.99,1209.99,0.0,4.0,regex
1687,Citlali Lebrón,solivares@example.org,893.927.6398x52381,57.0,M,Argentina,Tucumán,Suspendido,2025-09-28,2.0,5843.46,2921.73,0.0,,regex
1688,Vilma Espinosa,hroldan@example.org.,042.357.3189x95931,19.0,M,Argentina,Mendoza,Activo,2025-07-14,4.0,5549.0599999999995,1387.2649999999999,0.0,4.666666666666667,regex
1689,Ileana Feijoo,hugorobles@example.net,+34 925 070 775,31.0,Otro,España,Bilbao,Activo,2025-07-11,1.0,512.7,512.7,0.0,,regex
1690,Raúl Vélez,javierreyes@example.com,1-621-380-5951x94845,33.0,F,Perú,Cusco,Activo,2025-08-08,3.0,7756.29,2585.43,0.0,,regex
1691,Trinidad Verduzco,benito33@example.net,+34921 91 54 19,62.0,M,Chile,Antofagasta,Activo,2023-12-25,1.0,1382.89,1382.89,0.0,4.0,regex
1692,Blanca Amo,vmares@example.org,+34 953659050,65.0,Otro,Colombia,Cartagena,Activo,2023-07-21,5.0,3119.41,623.882,0.0,4.0,regex
1693,Anabel Chico,eloy67@example.net,+32(3)8128171899,35.0,,Colombia,Cali,Activo,2024-06-01,2.0,994.47,497.235,0.0,,regex
1694,Zeferino Maya,bejaranovanesa@example.org.,596.373.1149x33108,48.0,F,Argentina,Mendoza,Activo,2023-11-04,0.0,0.0,,0.0,,regex
1695,Baltasar Mesa,amadoreugenio@example.net,+34982 03 64 85,,Otro,Venezuela,Barcelona,Inactivo,2025-05-22,2.0,1566.25,783.125,0.0,4.0,regex
1696,Efraín Valle,carlos40@example.net,+34 972 02 84 61,67.0,F,España,Bilbao,Activo,2025-04-05,4.0,7898.1,1974.525,0.0,3.6666666666666665,regex
1697,Óscar Espinosa,lucenaclementina@example.net,+32(0)4347433442,75.0,Otro,Colombia,Barranquilla,Activo,2023-06-27,0.0,0.0,,0.0,,regex
1698,Andrés Almansa,eabreu@example.org.,03135557942,,Otro,México,Puebla,Activo,2025-07-08,1.0,3097.35,3097.35,0.0,,regex
1699,Isidora Guerra,irivera@example.net,+34 979 61 89 89,69.0,M,Chile,Valparaíso,Activo,2025-07-02,1.0,1466.17,1466.17,0.0,3.0,regex
1700,Mitzy Rolón,andrea38@example.com,(123)981-8939x72048,,F,España,Valencia,Activo,2024-01-12,2.0,16269.39,8134.695,0.0,,regex
1701,Jorge Luis Iriarte,monica68@example.org,341.880.7964x03157,36.0,,Perú,Lima,Suspendido,2024-11-19,2.0,1828.1699999999998,914.0849999999999,0.0,4.0,regex
1702,Victoria Morell,ccheca@example.com.,(933)927-1954,52.0,M,España,Sevilla,Inactivo,2026-03-09,1.0,3229.58,3229.58,0.0,3.0,regex
1703,Ascensión Peres,cintronana@example.net,153-784-2055x55354,41.0,Otro,Perú,Chiclayo,Activo,2026-03-02,1.0,178.92,178.92,0.0,,regex
1704,Vinicio Reséndez,trinidadcervantez@example.org,+34800 720 409,75.0,F,México,Monterrey,Activo,2024-11-02,2.0,430.51,215.255,0.0,,regex
1705,Edelmiro Marquez,quirozjosefina@example.net.,041)048-6671,,F,Colombia,Medellín,Activo,2026-03-28,0.0,0.0,,0.0,,regex
1706,María Luisa Macías,holguinramon@example.net,110.187.7033x257,31.0,M,Perú,Trujillo,Activo,2025-06-08,2.0,1282.77,641.385,0.0,,regex
1707,Esparta Silva,mariopenalver@example.net,997-490-3043x8177,25.0,M,Perú,Cusco,Inactivo,2024-02-21,1.0,649.56,649.56,1.0,3.0,regex
1708,Loreto Alonzo,cantuelisa@example.org,+34 983643231,55.0,F,Argentina,Rosario,Activo,2026-02-14,1.0,3363.74,3363.74,1.0,1.0,regex
1709,José Emilio Viana,abigailpedrero@example.net.,+34 977 003 437,35.0,Otro,España,Barcelona,Inactivo,2023-12-13,1.0,196.33,196.33,0.0,,regex
1710,Paulino Rodarte,menendezenrique@example.com,+34911231154,,M,México,Tijuana,Inactivo,2025-04-08,2.0,4333.79,2166.895,0.0,,regex
1711,Dora Cervantes,falberdi@example.org,+34945 930 052,19.0,Otro,Venezuela,Maracaibo,Activo,2023-08-01,6.0,19151.28,3191.8799999999997,1.0,4.0,regex
1712,Gabino Rodrigo,josefinafeliciano@example.net.,(256)116-1599x94426,31.0,M,Argentina,Córdoba,Activo,2024-12-16,4.0,7609.07,1902.2675,2.0,5.0,regex
1713,Ignacio Ródenas,karlatamayo@example.org,+81(4)9940232358,,,Venezuela,Valencia,Activo,2025-02-19,2.0,13478.380000000001,6739.1900000000005,1.0,2.0,regex
1714,Nayeli Fábregas,nancysisneros@example.org,+75(0)7819735442,,,Colombia,Medellín,Suspendido,2023-11-25,0.0,0.0,,0.0,,regex
1715,Miguel Rosas,gerardo96@example.com,+34744640060,,Otro,España,Valencia,Activo,2025-01-22,1.0,2422.02,2422.02,1.0,2.0,regex
1716,Rosario Treviño,yuridiareyna@example.com,1-779-385-4609,54.0,,Argentina,La Plata,Activo,2023-10-11,2.0,2001.73,1000.865,1.0,,regex
1717,Soraya Alva,jorge-luishernandes@example.com.,+34 960160993,69.0,Otro,Argentina,Rosario,Activo,2025-11-19,2.0,1814.5700000000002,907.2850000000001,0.0,3.0,regex
